StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q11,Q12_1,Q12_2,Q12_3,Q14,Q15_1,Q15_2,Q15_3,Q17,Q18_1,Q18_2,Q18_3,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q31,Q32,Q33,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q36,Q37,Q38,Q39,Q40,Q41,Q43,Q46,Q47,Q48,mobile,vignette,race_1,race_2,race_3,sex_1,sex_2,sex_3,prof_1,prof_2,prof_3,slogan_1,slogan_2,slogan_3,vignettetext_1,vignettetext_2,politician_1,politician_2,politician_3,econ_1,econ_2,econ_3,name_1,name_2,name_3,intro,correct,incorrect,ticket,age_bracket
11/26/2021 15:04,11/26/2021 15:05,0,45.183.65.58,100,63,1,11/26/2021 15:05,R_1M6TiTTGJ0pB8o2,,,,,-14.48789978,-39.16929626,anonymous,PT,1,46,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,black,white,pardo,female,male,male,office,pastor,pastor,generic3,corruption2,generic2,,,novice,novice,novice,left,left,right,Isabella Nunes,Bernardo Teixeira,Nicolas Duarte,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,708f65ac4714a168_d53c57ca5f074bd3_cfc8282d8f0bf020_d0411f2bbc8a85a69582924b4eb63f66,
11/26/2021 15:04,11/26/2021 15:06,0,187.68.192.106,100,77,1,11/26/2021 15:06,R_SICoDJE6hw3sNJT,,,,,-12.86709595,-38.48069763,anonymous,PT,1,46,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,pardo,black,white,male,female,female,pastor,office,doctor,corruption3,jobs1,generic2,,,politician,novice,politician,right,left,left,Nicolas Duarte,Olívia Mendes,Isabella Nunes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,2c41a1667c44b2a0_d53c57ca5f074bd3_cfc8282d8f0bf020_8a1d34d0fe7b934303f73c2c05984d59,
11/26/2021 15:05,11/26/2021 15:06,0,191.202.248.121,100,69,1,11/26/2021 15:06,R_0HeoC9UQ8yVM9ah,,,,,-20.4427948,-54.64640045,anonymous,PT,1,31,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,white,black,black,male,female,male,office,captain,professor,corruption3,corruption1,generic1,,,politician,novice,novice,left,left,left,Bernardo Teixeira,Isabella Nunes,Nicolas Duarte,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,9a892d0add5d6c3f_d53c57ca5f074bd3_cfc8282d8f0bf020_e32c972f610ad8daf7e2aa60c4a27b3a,
11/26/2021 15:07,11/26/2021 15:08,0,177.192.186.172,100,28,1,11/26/2021 15:08,R_1DSYeTvAa3G3w3z,,,,,-22.94850159,-43.34359741,anonymous,PT,1,14,2,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,black,pardo,white,female,male,male,professor,doctor,office,generic1,generic2,jobs1,,,politician,novice,politician,left,right,left,Cecilia Machado,Nicolas Duarte,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,a89883b82f11d5d4_d53c57ca5f074bd3_f9c94fd5a39afb7b_0bca28d0c210a56a9107e90e8926e1bb,
11/26/2021 15:08,11/26/2021 15:09,0,186.244.147.61,100,30,1,11/26/2021 15:09,R_qyeoaiHJx13wycN,,,,,-3.10319519,-60.02880096,anonymous,PT,1,35,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,white,pardo,pardo,male,female,male,police,police,professor,generic3,corruption2,corruption3,,,politician,politician,politician,left,right,right,Nicolas Duarte,Cecilia Machado,Hector Amaral,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,17cc00b4439c6f03_d53c57ca5f074bd3_cfc8282d8f0bf020_b4aa4a2e8008af1749d8ead53671d889,
11/26/2021 14:57,11/26/2021 15:09,0,189.21.98.144,100,735,1,11/26/2021 15:09,R_2pM2VCsrTMNAbIi,,,,,-22.94850159,-43.34359741,anonymous,PT,1,32,1,19,7,1,1,2,2,1,1,2,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,5,5,1,5,5,1,4,5,3,2,Não,3,2,,,,1,1,17,12,1,2,1,1,4,1,Rio de Janeiro,23063520,2,3,,"Não tenho nada para explicar
Não gosto de politica","Não tenho nada para explicar
Não gosto de politica","Não tenho nada para explicar
Não gosto de politica",no,treatment,pardo,white,black,female,male,male,professor,doctor,professor,generic2,jobs2,generic1,,,politician,politician,politician,right,right,right,Olívia Mendes,Hector Amaral,Nicolas Duarte,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,5a827024f22fdc35_d53c57ca5f074bd3_319ba20b84181722_43ca8829f7cc1b49dc0ddf1584c221f7,4
11/26/2021 15:12,11/26/2021 15:13,0,179.70.184.38,100,69,1,11/26/2021 15:13,R_3mepMTxjHWdhD6W,,,,,0.033096313,-51.06340027,anonymous,PT,1,21,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,pardo,black,pardo,female,male,male,pastor,office,office,generic1,corruption1,jobs1,,,novice,politician,politician,left,right,left,Isabella Nunes,Hector Amaral,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,4c2b106985d4d963_d53c57ca5f074bd3_cfc8282d8f0bf020_7944be5bc96d528070011d8163afb4e5,
11/26/2021 15:17,11/26/2021 15:18,0,189.94.46.93,100,47,1,11/26/2021 15:18,R_5gXCi2io86Y3Ujf,,,,,-22.94850159,-43.34359741,anonymous,PT,1,39,1,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,black,pardo,white,female,female,female,police,captain,captain,jobs2,jobs1,corruption2,,,novice,politician,novice,right,left,right,Isabella Nunes,Cecilia Machado,Olívia Mendes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,469d48cc208f0011_d53c57ca5f074bd3_7ccb1543474d7454_744b36d801ef829fddeca71d1482566f,
11/26/2021 15:18,11/26/2021 15:18,0,138.121.131.135,100,32,1,11/26/2021 15:18,R_110jdSxPOEY7K4o,,,,,-5.085403442,-42.80299377,anonymous,PT,1,23,1,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,white,pardo,black,female,male,female,office,doctor,professor,jobs1,jobs3,corruption3,,,novice,novice,novice,right,left,left,Isabella Nunes,Bernardo Teixeira,Olívia Mendes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,5c17f619cf8416f2_d53c57ca5f074bd3_319ba20b84181722_a94be1e948fdec0841865d77d9c6b758,
11/26/2021 15:21,11/26/2021 15:22,0,179.212.99.122,100,35,1,11/26/2021 15:22,R_3iwmXpkBG7fCsse,,,,,-23.69500732,-46.56159973,anonymous,PT,1,36,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,white,black,pardo,female,male,female,office,pastor,office,generic1,corruption3,jobs3,,,novice,novice,novice,left,right,right,Isabella Nunes,Nicolas Duarte,Olívia Mendes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,0c5fd4c530112314_d53c57ca5f074bd3_d6860f60d2600a40_41e78f6a2e050eee42c974725252c5ba,
11/26/2021 15:18,11/26/2021 15:22,0,187.79.64.99,100,266,1,11/26/2021 15:22,R_3QFb6K4ggVSl84A,,,,,-19.90289307,-43.9571991,anonymous,PT,1,39,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,black,white,black,female,male,male,police,office,professor,jobs2,generic1,jobs1,,,politician,politician,politician,right,left,left,Isabella Nunes,Hector Amaral,Nicolas Duarte,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,c555899851778f29_d53c57ca5f074bd3_714c7199abd3b49d_dd7197cb0ff2d97ec6530d1bff10e75b,
11/26/2021 15:22,11/26/2021 15:23,0,187.119.234.132,100,41,1,11/26/2021 15:23,R_2TFYddmLXJ2GAro,,,,,-23.6282959,-46.64089966,anonymous,PT,1,30,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,black,pardo,pardo,male,female,male,captain,captain,office,generic1,generic3,jobs1,,,novice,novice,politician,right,right,left,Hector Amaral,Isabella Nunes,Nicolas Duarte,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,f3c92d25268a2d99_d53c57ca5f074bd3_319ba20b84181722_1d75dcd0853f51ef41bfec38fc34a199,
11/26/2021 15:23,11/26/2021 15:23,0,200.165.158.164,100,33,1,11/26/2021 15:23,R_3DvGJiGG0iIOo6g,,,,,-22.94850159,-43.34359741,anonymous,PT,1,17,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,white,black,pardo,male,female,male,doctor,doctor,pastor,corruption2,corruption3,jobs2,,,politician,politician,novice,right,right,left,Nicolas Duarte,Cecilia Machado,Hector Amaral,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,441ac9f32bb5d287_d53c57ca5f074bd3_56f4ab19f18f6251_a37792a883f00774289e03be7c0b90c2,
11/26/2021 15:23,11/26/2021 15:24,0,179.48.178.251,100,67,1,11/26/2021 15:24,R_2ttKRLWDw165Xp0,,,,,-23.6282959,-46.64089966,anonymous,PT,1,25,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,white,pardo,white,male,male,female,pastor,pastor,captain,generic2,jobs2,corruption1,,,novice,politician,politician,right,left,left,Hector Amaral,Bernardo Teixeira,Olívia Mendes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,bbb2ad8c5bc7fd6b_d53c57ca5f074bd3_319ba20b84181722_f21b5bdc7c3a08c01bec7d3630942f94,
11/26/2021 15:16,11/26/2021 15:24,0,179.0.92.200,100,524,1,11/26/2021 15:24,R_2Srabvcwc4Qj7qz,,,,,-3.10319519,-60.02880096,anonymous,PT,1,4,2,4,7,3,3,3,3,4,3,3,5,1,1,1,5,1,1,1,5,1,1,1,2,2,,,,1,1,1,1,1,1,2,3,2,4,2,3,4,4,1,2,3,4,5,1,1,3,6,3,6,1,1,17,8,2,2,1,2,2,4,Manaus ,69086604,2,3,,Não conheço ,Não conheço,Nao,yes,treatment,white,white,black,male,female,female,doctor,police,pastor,corruption1,generic2,corruption2,,,novice,politician,politician,left,right,left,Hector Amaral,Isabella Nunes,Olívia Mendes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,34b814796068f6cc_d53c57ca5f074bd3_cfc8282d8f0bf020_f3d41dc61260fb7398b2fa9977f0108a,1
11/26/2021 15:26,11/26/2021 15:27,0,200.98.74.115,100,61,1,11/26/2021 15:27,R_1NmIM9FJYrArIme,,,,,-22.83050537,-43.2191925,anonymous,PT,1,15,2,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,white,pardo,white,female,male,male,captain,pastor,police,generic3,generic1,jobs3,,,novice,novice,politician,left,right,left,Cecilia Machado,Bernardo Teixeira,Nicolas Duarte,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,ba7f8a4429ac50cf_d53c57ca5f074bd3_cfc8282d8f0bf020_f90c264798ea0f20db6840d0bc06fe9a,
11/26/2021 15:21,11/26/2021 15:33,0,189.69.110.119,100,676,1,11/26/2021 15:33,R_pypYaBhvNOWgvKN,,,,,-23.6282959,-46.64089966,anonymous,PT,1,12,1,25,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,5,1,2,3,educação,3,6,,,,3,1,17,12,1,2,2,2,1,1,sp,,2,5,,,,,no,treatment,pardo,black,white,male,female,male,professor,captain,captain,jobs1,generic2,jobs2,,,politician,novice,politician,left,left,left,Nicolas Duarte,Olívia Mendes,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,641903ac9d5a4566_d53c57ca5f074bd3_304bd94b04476bdf_b672222a3c73b33125520f1b824ba150,2
11/26/2021 15:35,11/26/2021 15:36,0,191.6.52.26,100,56,1,11/26/2021 15:36,R_sjIQjBKdxc0bcyt,,,,,-7.925094604,-34.91749573,anonymous,PT,1,33,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,pardo,white,black,male,male,female,office,police,office,generic2,jobs1,generic3,,,novice,politician,novice,right,right,left,Nicolas Duarte,Hector Amaral,Isabella Nunes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,b007ba602cb94517_d53c57ca5f074bd3_cfc8282d8f0bf020_851a27d17ed0b8219529a105c0aa51c9,
11/26/2021 15:37,11/26/2021 15:38,0,186.241.197.73,100,70,1,11/26/2021 15:38,R_3NvUZTfXXOrysO3,,,,,-22.94850159,-43.34359741,anonymous,PT,1,27,1,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,pardo,white,black,male,female,male,captain,captain,pastor,generic2,corruption1,jobs2,,,politician,politician,politician,left,left,left,Bernardo Teixeira,Cecilia Machado,Hector Amaral,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,bd1dfb7348a5cf2f_d53c57ca5f074bd3_319ba20b84181722_da45ec8c3c6832ed7b67c5178feca5c4,
11/26/2021 15:38,11/26/2021 15:39,0,168.0.192.176,100,52,1,11/26/2021 15:39,R_2VIa25X9zlCVH4x,,,,,-9.649703979,-35.70899963,anonymous,PT,1,27,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,black,black,pardo,female,male,female,pastor,police,office,corruption3,corruption1,corruption2,,,novice,novice,politician,right,right,left,Olívia Mendes,Bernardo Teixeira,Cecilia Machado,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,d8ba03dff96905d6_d53c57ca5f074bd3_df2d124fc29d6706_f12f87ace68bd414b1fe891be84087f2,
11/26/2021 15:39,11/26/2021 15:40,8,186.241.197.73,100,47,1,11/26/2021 15:40,R_O1qz6SuKxDwZoeR,,,,,-22.94850159,-43.34359741,anonymous,PT,1,27,1,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,pardo,white,white,female,male,female,captain,pastor,police,generic2,jobs1,jobs2,,,novice,politician,novice,left,left,right,Cecilia Machado,Bernardo Teixeira,Olívia Mendes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,bd1dfb7348a5cf2f_d53c57ca5f074bd3_319ba20b84181722_da45ec8c3c6832ed7b67c5178feca5c4,
11/26/2021 15:41,11/26/2021 15:41,8,191.6.52.26,100,46,1,11/26/2021 15:41,R_R8nJJgQmZkc1TWh,,,,,-7.925094604,-34.91749573,anonymous,PT,1,33,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,pardo,pardo,black,male,female,male,doctor,pastor,office,generic1,generic2,jobs1,,,novice,novice,novice,left,left,right,Nicolas Duarte,Isabella Nunes,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,b007ba602cb94517_d53c57ca5f074bd3_cfc8282d8f0bf020_851a27d17ed0b8219529a105c0aa51c9,
11/26/2021 15:39,11/26/2021 15:42,0,45.6.183.225,100,134,1,11/26/2021 15:42,R_3ISH8yycqGIXB3Z,,,,,-23.35159302,-46.88110352,anonymous,PT,1,11,2,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,white,black,pardo,female,male,male,office,office,office,corruption2,corruption1,jobs1,,,novice,politician,politician,right,right,right,Cecilia Machado,Nicolas Duarte,Hector Amaral,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,44f04a522fbd76c0_d53c57ca5f074bd3_9f7288c4d8ab450b_37e06df02efbb94d2c36451909315b08,
11/26/2021 15:41,11/26/2021 15:42,0,45.224.27.211,100,26,1,11/26/2021 15:42,R_31WxlKuLsTCtl7p,,,,,-8.05670166,-34.88150024,anonymous,PT,1,16,2,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,pardo,white,white,female,female,male,police,office,captain,jobs3,corruption2,generic1,,,novice,politician,novice,right,left,left,Isabella Nunes,Cecilia Machado,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,613743b65d070aab_d53c57ca5f074bd3_cfc8282d8f0bf020_166aa64c2aa826dc125f0d737879b887,
11/26/2021 15:42,11/26/2021 15:43,0,170.79.54.191,100,55,1,11/26/2021 15:43,R_2zSXFaYyRNoE5VL,,,,,-19.770401,-44.06390381,anonymous,PT,1,17,2,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,white,black,white,female,male,male,office,pastor,captain,jobs1,corruption3,generic2,,,politician,politician,novice,left,left,left,Cecilia Machado,Nicolas Duarte,Bernardo Teixeira,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,d228fbac97d1bac0_d53c57ca5f074bd3_714c7199abd3b49d_5134d4c44f0c13f3983dccc2a1c67634,
11/26/2021 15:34,11/26/2021 15:43,0,191.5.85.71,100,578,1,11/26/2021 15:43,R_1rctyknAtRnzdrC,,,,,-19.90289307,-43.9571991,anonymous,PT,1,42,2,13,7,3,,1,3,1,1,3,4,1,1,2,3,1,1,3,2,3,3,3,3,3,3,2,3,1,1,2,3,3,1,1,4,4,3,1,4,3,3,1,3,5,4,2,Politicos,3,9,4,,4,1,11,16,12,1,,,,1,1,Ouro preto,35400000,2,6,,Não acredito nele,Ele esta se candidatando por poder,Não,yes,treatment,pardo,black,black,male,male,female,doctor,doctor,doctor,jobs3,corruption2,generic2,,,politician,politician,novice,left,right,right,Hector Amaral,Bernardo Teixeira,Olívia Mendes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito estava desviando recursos públicos,O prefeito gerenciou o orçamento de maneira honesta,5cf62449617fd99f_d53c57ca5f074bd3_cfc8282d8f0bf020_e36d1bec3cff6557e7d4c352ba4709d0,5
11/26/2021 15:44,11/26/2021 15:45,0,177.181.16.192,100,40,1,11/26/2021 15:45,R_AmJDc7YJXxb6CGd,,,,,-23.62660217,-46.563797,anonymous,PT,1,22,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,black,black,white,female,male,female,professor,captain,captain,corruption3,generic1,corruption1,,,politician,politician,politician,right,left,right,Cecilia Machado,Bernardo Teixeira,Isabella Nunes,"Imagine que você mora em uma cidade semelhante a sua no Brasil chamada Rosa Branca. No ano passado, o Tribunal de Contas da União (TCU) passou um pente fino nas contas públicas de prefeituras por todo o país para avaliar como as prefeituras estavam utilizando sua verba para o combate à pandemia do Covid-19.",O prefeito gerenciou o orçamento de maneira honesta,O prefeito estava desviando recursos públicos,ab04b5b42214234f_d53c57ca5f074bd3_c9c6887932118254_41673d1fa0995a11b99629b46bfdc27b,
